PropName,PropTypes,LowPrice,HighPrice,Address,Rentals,Project Name,project type,Developer,Tenure,PSF,Completion Year,# of Floors,Total Units,Facilities,Buildings
Pangsapuri Taman Tasik Utama,Apartment,0,0,"Malacca International Trade Centre (MITC), 75450, Melaka",,Pangsapuri Taman Tasik Utama,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan TU 61, Malacca International Trade Centre (MITC) 75450 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan TU 61, 75450 | # Floors: N/A | # Units: N/A"
Pangsapuri Tanjung Tokong Fasa 4A,Apartment,0,0,"Jalan Tanjung Tokong Lama, 10470, Penang",,Pangsapuri Tanjung Tokong Fasa 4A,Apartment,N/A,Freehold,N/A,N/A,4,N/A,,Building: Building @ Jalan Tanjung Tokong Lama 10470 | # Floors: 4 | # Units: N/A
Pangsapuri Tulin,Apartment,250000,300000,"Jalan Sri Jati 3, Taman Sri Jati, 58200, Kuala Lumpur",,Pangsapuri Tulin,Apartment,N/A,Freehold,N/A,N/A,13,N/A,Barbeque Area | Car Park | Lounge | Nursery | Playground | Recreation Lake,Building: Pangsapuri Tulin | # Floors: 13 | # Units: N/A
Pangsapuri Tun Sri Lanang,Apartment,150000,688000,"Jalan Tun Sri Lanang, 75100, Melaka",,Pangsapuri Tun Sri Lanang,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,Building: Building @ Jalan Tun Sri Lanang 75100 | # Floors: N/A | # Units: N/A ** Building: Building @ - 75100 | # Floors: N/A | # Units: N/A
Pangsapuri Utarid Subang,Apartment,0,0,"Jalan Utarid U5/2, Section U5, 40150, Selangor",,Pangsapuri Utarid Subang,Apartment,N/A,Freehold,N/A,N/A,5,360,Badminton hall | Barbeque Area | Covered car park | Lounge | Mini-Mart | Playground | Recreation Lake | Salon,"Building: Building @ 1 Jalan Utarid U5/2, Section U5 40150 | # Floors: 5 | # Units: 360"
Pangsapuri Villa Bolton,Apartment,0,0,"Jalan Taman U-Thant, 50450, Kuala Lumpur",,Pangsapuri Villa Bolton,Apartment,N/A,Freehold,N/A,N/A,3,N/A,Badminton hall | Lounge | Mini-Mart | Nursery,Building: Building @ 10 Jalan Taman U-Thant 50450 | # Floors: 3 | # Units: N/A
Pangsapuri Vista Mahkota,Apartment,0,0,"Jalan Penghulu, 43200, Selangor",,Pangsapuri Vista Mahkota,Apartment,Cheras Hong Soon Development Sdn. Bhd.,Freehold,N/A,2012,9,168,Car Park | 24 hours security,Building: Building A | # Floors: 9 | # Units: 168
Pangsapuri Vista Serdang,Apartment,178200,275000,"Jalan Kasturi, 43300, Selangor",750 - 900,Pangsapuri Vista Serdang,Apartment,N/A,Leasehold,N/A,N/A,21,N/A,Badminton hall | Barbeque Area | Covered car park | Lounge | Mini-Mart | Nursery | Playground | Recreation Lake | 24 hours security | Swimming pool,Building: Building @ Jalan Kasturi 43300 | # Floors: 21 | # Units: N/A ** Building: Building @ - 43300 | # Floors: 21 | # Units: N/A
Pangsapuri Wira,Apartment,185000,280000,"Jalan Tun Perak 1, Taman Tun Perak, Cheras, 43200, Selangor",,Pangsapuri Wira,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Open car park,"Building: Building @ Jalan Tun Perak 1, Taman Tun Perak, Cheras 43200 | # Floors: N/A | # Units: N/A"
Park 51 MyHome,Apartment,0,0,"Jalan SS 9a/2, Sungai Way, Petaling Jaya, 47300, Selangor",,Park 51 MyHome,Apartment,Taipan Group of Companies ,Leasehold,N/A,N/A,18,N/A,,"Building: Building @ Jalan SS 9a/2, Sungai Way, Petaling Jaya 47300 | # Floors: 18 | # Units: N/A"
Park Avenue Apartment (Tabuan Jaya),Apartment,0,0,"Lorong Keranji 6,Jalan Keranji, Tabuan Jaya, 93350, Sarawak",,Park Avenue Apartment (Tabuan Jaya),Apartment,N/A,Leasehold,N/A,2015,N/A,N/A,Covered car park | Perimeter Fencing | 24 hours security,Building: Park Avenue Apartment (Tabuan Jaya) | # Floors: N/A | # Units: N/A
Park Avenue (Tampoi Indah),Apartment,148000,300000,"Off Jalan Titiwangsa Utama, Taman Tampoi Indah, 81200, Johor",700 - 1500,Park Avenue (Tampoi Indah),Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,24 hours security,"Building: Building @ Jalan Mawar 3, Off Jalan Titiwangsa Utama, Taman Tampoi Indah 81200 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Mawar 3, 81200 | # Floors: N/A | # Units: N/A"
Park Regent by the water,Apartment,875000,4574000,"Jalan Residen 2, Desa Parkcity, 52200, Kuala Lumpur",,Park Regent by the water,Apartment,Cloudvest Sdn Bhd,Freehold,N/A,2023,N/A,505,Amphitheatre | Clubhouse | Gymnasium room | Landscaped Garden | Multi-purpose hall | 24 hours security | Swimming pool | Wading pool,Building: Regent Park | # Floors: N/A | # Units: N/A
Peel Mansion,Apartment,0,0,"Off Jalan Bell, Codrington Highway, Georgetown, 10450, Penang",,Peel Mansion,Apartment,N/A,Freehold,N/A,N/A,2,N/A,Cafe | Car Park | Eateries | Existing Bus Stop | Open car park | Restaurant | 24 hours security,Building: Peel Mansion | # Floors: 2 | # Units: N/A
Pelangi Apartment,Apartment,140000,280000,"PJU 3/31, 47800, Selangor",1000 - 1400,Pelangi Apartment,Apartment,N/A,Leasehold,N/A,N/A,20,N/A,Badminton hall | Barbeque Area | Covered car park | Lounge | Mini-Mart | Playground | Recreation Lake | Salon | Swimming pool,Building: Building @ PJU 3/31 47800 | # Floors: 20 | # Units: N/A
Penaga Mas,Apartment,170000,235000,"Jalan Pinggiran Mas 1, Taman Mas, 43900, Selangor",,Penaga Mas,Apartment,Masteron Sdn Bhd,Leasehold,N/A,2012,9,344,Barbeque Area | Covered car park | Lounge | Nursery | Playground | Recreation Lake | 24 hours security,Building: Penanga Mas | # Floors: 9 | # Units: 344
Perdana View,Apartment,170073,790000,"Jalan PJU 8/1, Damansara Perdana, 47820, Selangor",1400 - 3200,Perdana View,Apartment,N/A,Leasehold,N/A,N/A,18,448,Badminton hall | Barbeque Area | Business Centre | Cafe | Covered car park | Clubhouse | Gymnasium room | Jogging track | Lounge | Mini-Mart | Multi-purpose hall | Nursery | Playground | Salon | Sauna | 24 hours security | Swimming pool | Tennis courts | Wading pool,"Building: Building @ 21 Jalan PJU 8/1, Damansara Perdana 47820 | # Floors: 18 | # Units: 448 ** Building: Building @ 21 47820 | # Floors: 18 | # Units: 446"
Perdana Villa (Klang),Apartment,153900,238000,"Jalan Temenggung 37, Taman Sentosa Perdana, Klang, 40400, Selangor",700 - 1800,Perdana Villa (Klang),Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Temenggung 37, Taman Sentosa Perdana, Klang 40400 | # Floors: N/A | # Units: N/A"
Perling Apartment,Apartment,190000,650000,"Jalan Undan 8, 81200, Johor",800 - 1800,Perling Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Badminton hall | Barbeque Area | Lounge | Nursery | Sauna | 24 hours security,Building: Building @ Jalan Undan 8 81200 | # Floors: N/A | # Units: N/A ** Building: Building @ - 81200 | # Floors: N/A | # Units: N/A
Perling Heights Apartments,Apartment,258000,480000,"Jalan Persiaran Perling 1, Taman Perling, 81200, Johor",900 - 1600,Perling Heights Apartments,Apartment,MB Group,Freehold,N/A,N/A,N/A,222,Cafe | Clubhouse | Gymnasium room | Landscaped Garden | Multi-purpose hall | Playground | 24 hours security | Swimming pool,"Building: Building @ Jalan Persiaran Perling 1, Taman Perling 81200 | # Floors: N/A | # Units: 222 ** Building: Building @ - 81200 | # Floors: N/A | # Units: 220"
Permai Court (Puchong Perdana),Apartment,0,0,"Jalan Puchong Perdana 1, Taman Puchong Perdana, 47100, Selangor",,Permai Court (Puchong Perdana),Apartment,N/A,Freehold,N/A,N/A,8,448,Barbeque Area | Covered car park | Jogging track | Lounge | Playground | Recreation Lake | Salon,"Building: Building @ Jalan Puchong Perdana 1, Taman Puchong Perdana 47100 | # Floors: 8 | # Units: 448"
Permai Putera Apartment,Apartment,280000,380000,"Jalan 13b, Kampung Melayu Ampang, Ampang, 68000, Selangor",,Permai Putera Apartment,Apartment,N/A,Freehold,N/A,N/A,23,N/A,Covered car park | 24 hours security,"Building: Building @ 0 Jalan 13b, Kampung Melayu Ampang, Ampang 68000 | # Floors: 23 | # Units: N/A"
Permai Puteri Apartment,Apartment,268000,330000,"Jalan 13b, Kampung Melayu Ampang, Ampang, 68000, Selangor",1400,Permai Puteri Apartment,Apartment,N/A,Freehold,N/A,N/A,23,N/A,Covered car park | 24 hours security,"Building: Building @ 0 Jalan 13b, Kampung Melayu Ampang, Ampang 68000 | # Floors: 23 | # Units: N/A ** Building: Building @ 0 68000 | # Floors: 23 | # Units: N/A"
Permai Ria (Tanjung Bungah),Apartment,259000,320000,"Jalan Lembah Permai, 11200, Penang",800 - 1100,Permai Ria (Tanjung Bungah),Apartment,N/A,Freehold,N/A,N/A,12,N/A,Lounge | Nursery,Building: Building @ 18 Jalan Lembah Permai 11200 | # Floors: 12 | # Units: N/A
Permai Seri Apartment,Apartment,210000,265000,"Jalan 13d, Taman Dato' Razali, Ampang, 68000, Selangor",800 - 1100,Permai Seri Apartment,Apartment,N/A,Leasehold,N/A,N/A,11,N/A,,"Building: Building @ Jalan 13d, Taman Dato' Razali, Ampang 68000 | # Floors: 11 | # Units: N/A"
Permai Villa,Apartment,245000,450000,"Persiaran Puchong Permai, Taman Puchong Permai, 47100, Selangor",899 - 950,Permai Villa,Apartment,N/A,Freehold,N/A,N/A,3,N/A,Covered car park | Clubhouse | Perimeter Fencing | Function room | Lounge | Main entrance | Mini-Mart | Multi-purpose hall | Nursery | Playground | Recreation Lake | Sauna | 24 hours security | Swimming pool,Building: Permai Villa | # Floors: 3 | # Units: N/A
Permas Ville Apartments,Apartment,248400,400000,"Jalan Permas 3, Bandar Permas Jaya, 81750, Johor",500 - 1600,Permas Ville Apartments,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Badminton hall | Basketball court | Landscaped Garden | Nursery | Playground | Recreation Lake | Sauna | 24 hours security,"Building: Building @ Jalan Permas 3, Bandar Permas Jaya 81750 | # Floors: N/A | # Units: N/A ** Building: Building @ - 81750 | # Floors: N/A | # Units: N/A"
